class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
0,convex,0,0,t,6,f,c,0,8,t,broad,s,s,p,g,p,w,o,p,k,v,d
0,flat,0,8,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,n,a,g
0,convex,0,0,f,6,f,c,1,4,e,e,s,s,w,w,p,w,o,p,k,v,u
0,convex,0,3,f,6,f,c,1,4,e,e,s,s,w,w,p,w,o,p,k,v,u
0,convex,0,3,f,6,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,y,u
0,bell,2,9,t,1,f,c,0,4,e,c,s,s,w,w,p,w,o,p,k,s,m
0,flat,0,0,f,6,f,c,1,4,e,e,s,s,w,w,p,w,o,p,n,v,u
0,convex,0,8,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,a,g
0,flat,2,0,t,0,f,c,0,10,e,r,s,y,w,w,p,w,o,p,k,s,p
0,convex,2,0,t,1,f,c,0,7,e,r,s,y,w,w,p,w,o,p,k,y,p
0,convex,2,9,t,1,f,c,0,7,e,r,s,y,w,w,p,w,o,p,k,y,g
0,flat,0,3,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,n,a,g
0,convex,2,8,t,0,f,c,0,1,e,c,s,s,w,w,p,w,o,p,k,n,g
0,convex,2,8,t,0,f,c,0,1,e,c,s,s,w,w,p,w,o,p,k,s,g
0,flat,3,8,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,n,a,g
0,flat,3,3,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,k,a,g
30,flat,3,0,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,v,u
0,convex,2,9,t,1,f,c,0,1,e,c,s,s,w,w,p,w,o,p,n,s,g
0,convex,0,0,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,n,s,g
0,convex,0,8,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,k,s,g
0,convex,3,9,t,1,f,c,0,10,e,c,s,s,w,w,p,w,o,p,n,s,m
0,convex,0,7,t,6,f,c,0,7,t,broad,s,s,g,p,p,w,o,p,n,v,d
0,flat,2,0,t,1,f,c,0,7,e,r,s,y,w,w,p,w,o,p,n,s,p
0,bell,3,8,t,0,f,c,0,4,e,c,s,s,w,w,p,w,o,p,k,n,g
30,convex,3,0,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,k,s,g
0,convex,0,3,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,k,s,g
0,bell,2,8,t,0,f,c,0,1,e,c,s,s,w,w,p,w,o,p,n,n,m
0,convex,3,8,t,1,f,c,0,0,e,c,s,s,w,w,p,w,o,p,n,n,g
0,bell,2,9,t,1,f,c,0,0,e,c,s,s,w,w,p,w,o,p,k,s,m
0,convex,2,8,t,1,f,c,0,10,e,c,s,s,w,w,p,w,o,p,n,n,g
0,convex,3,9,t,0,f,c,0,4,e,c,s,s,w,w,p,w,o,p,n,n,g
0,bell,3,8,t,0,f,c,0,10,e,c,s,s,w,w,p,w,o,p,k,n,g
0,flat,3,0,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,k,s,g
30,flat,3,8,t,7,f,c,1,1,e,e,s,s,w,w,p,w,o,p,n,s,g
0,flat,3,0,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,n,a,g
0,flat,0,0,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,k,a,g
30,flat,2,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,s,u
0,flat,3,8,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,k,a,g
0,convex,0,8,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,n,s,g
0,convex,3,0,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,k,a,g
0,flat,3,0,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,k,a,g
0,flat,2,9,t,0,f,c,0,1,e,r,s,y,w,w,p,w,o,p,k,y,g
0,convex,0,3,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,k,a,g
0,convex,0,0,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,k,a,g
30,flat,3,0,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,v,g
0,convex,3,8,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,n,a,g
0,flat,0,0,f,6,f,w,0,7,t,e,f,s,w,w,p,w,o,e,k,s,g
0,flat,0,8,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,n,a,g
0,flat,0,8,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,n,s,g
0,convex,2,9,t,0,f,c,0,1,e,r,s,y,w,w,p,w,o,p,k,s,g
0,convex,3,3,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,n,s,g
0,convex,0,3,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,n,a,g
0,flat,0,0,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,k,s,g
0,flat,3,0,f,6,f,w,0,7,t,e,f,s,w,w,p,w,o,e,k,a,g
0,convex,0,8,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,k,s,g
0,convex,2,7,t,6,f,c,0,10,t,broad,s,s,g,p,p,w,o,p,n,v,d
0,convex,0,0,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,k,a,g
30,convex,3,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,n,v,g
0,convex,2,0,t,6,f,c,0,10,t,broad,s,s,p,g,p,w,o,p,k,y,d
0,convex,0,0,f,6,f,w,0,1,t,e,s,f,w,w,p,w,o,e,n,s,g
30,flat,2,8,t,7,f,c,1,10,e,e,s,s,w,w,p,w,o,p,n,s,g
0,flat,0,3,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,k,a,g
0,convex,0,8,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,n,a,g
0,flat,3,0,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,k,a,g
0,flat,0,3,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,k,a,g
0,flat,3,3,f,6,f,w,0,7,t,e,f,s,w,w,p,w,o,e,k,a,g
0,flat,0,3,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,n,s,g
0,convex,3,3,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,n,s,g
0,convex,3,0,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,k,s,g
30,flat,3,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,v,u
0,convex,3,3,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,n,a,g
30,convex,3,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,s,g
30,flat,3,8,t,7,f,c,1,10,e,e,s,s,w,w,p,w,o,p,n,s,u
0,flat,3,0,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,s,g
0,convex,0,3,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,k,a,g
0,flat,3,3,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,n,a,g
0,convex,3,3,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,k,a,g
0,flat,0,3,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,k,a,g
0,flat,0,3,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,n,a,g
0,convex,2,3,t,6,f,c,0,1,t,broad,s,s,g,p,p,w,o,p,n,y,d
0,convex,0,0,t,6,f,c,0,1,t,broad,s,s,w,w,p,w,o,p,n,v,d
0,flat,3,8,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,a,g
30,flat,2,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,n,v,g
30,flat,2,0,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,s,g
0,convex,3,8,f,6,f,w,0,7,t,e,f,s,w,w,p,w,o,e,n,a,g
30,flat,3,0,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,s,g
0,flat,0,0,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,k,s,g
0,flat,3,8,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,n,a,g
30,flat,3,0,t,7,f,c,1,10,e,e,s,s,w,w,p,w,o,p,k,v,g
30,flat,2,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,v,g
30,flat,2,0,t,7,f,c,1,10,e,e,s,s,w,w,p,w,o,p,k,v,g
30,flat,3,8,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,k,s,g
0,convex,3,8,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,k,a,g
0,convex,0,0,t,6,f,c,0,7,t,broad,s,s,g,p,p,w,o,p,n,v,d
0,flat,3,8,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,n,a,g
0,flat,0,3,f,6,f,w,0,7,t,e,f,s,w,w,p,w,o,e,k,a,g
30,flat,2,0,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,k,v,u
0,convex,3,8,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,n,s,g
0,convex,2,7,t,6,f,c,0,1,t,broad,s,s,p,w,p,w,o,p,n,y,d
0,flat,3,3,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,k,s,g
0,convex,3,8,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,n,s,g
30,flat,3,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,n,s,g
0,flat,0,0,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,n,a,g
0,convex,0,8,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,k,s,g
30,flat,3,8,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,k,s,u
0,convex,0,0,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,n,a,g
0,flat,0,8,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,n,s,g
0,convex,3,8,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,k,s,g
0,flat,3,8,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,n,s,g
0,bell,2,9,t,0,f,c,0,10,e,c,s,s,w,w,p,w,o,p,k,n,m
0,convex,3,3,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,n,a,g
0,convex,0,8,f,6,f,w,0,1,t,e,s,f,w,w,p,w,o,e,k,s,g
0,convex,3,0,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,n,s,g
0,convex,0,0,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,k,a,g
0,flat,0,3,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,k,a,g
30,convex,2,0,t,7,f,c,1,1,e,e,s,s,w,w,p,w,o,p,k,s,u
0,flat,3,3,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,k,s,g
0,convex,0,0,t,6,f,c,0,7,t,broad,s,s,w,g,p,w,o,p,k,y,d
0,flat,3,8,f,6,f,w,0,1,t,e,s,f,w,w,p,w,o,e,k,a,g
0,convex,0,0,t,6,f,c,0,1,t,broad,s,s,g,g,p,w,o,p,k,v,d
0,convex,0,3,f,6,f,w,0,7,t,e,f,s,w,w,p,w,o,e,n,a,g
0,convex,0,8,f,6,f,w,0,1,t,e,s,f,w,w,p,w,o,e,k,a,g
30,flat,3,8,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,v,g
30,flat,3,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,v,g
0,convex,3,3,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,n,a,g
0,convex,0,0,t,6,f,c,0,8,t,broad,s,s,g,p,p,w,o,p,n,v,d
0,convex,3,3,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,k,s,g
0,convex,2,9,t,0,f,c,0,10,e,r,s,y,w,w,p,w,o,p,k,s,p
0,flat,3,8,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,n,a,g
0,convex,3,8,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,n,a,g
0,convex,0,3,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,k,a,g
0,flat,3,8,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,n,s,g
0,convex,0,0,t,6,f,c,0,1,t,broad,s,s,w,w,p,w,o,p,n,y,d
0,flat,3,3,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,a,g
0,flat,3,3,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,n,s,g
0,flat,0,0,f,6,f,w,0,7,t,e,f,s,w,w,p,w,o,e,n,s,g
0,flat,3,8,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,s,g
0,flat,3,8,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,n,a,g
0,flat,3,3,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,n,s,g
0,flat,0,8,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,n,s,g
0,flat,3,0,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,n,a,g
30,flat,3,8,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,s,g
0,convex,0,3,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,n,a,g
0,bell,2,9,t,1,f,c,0,0,e,c,s,s,w,w,p,w,o,p,k,n,g
0,flat,0,0,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,n,s,g
0,flat,3,3,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,n,s,g
0,convex,0,0,t,6,f,c,0,1,t,broad,s,s,w,g,p,w,o,p,k,y,d
0,bell,3,9,t,1,f,c,0,1,e,c,s,s,w,w,p,w,o,p,k,s,m
0,convex,3,8,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,k,s,g
0,flat,0,0,t,6,f,c,0,1,t,broad,s,s,w,p,p,w,o,p,n,y,d
30,convex,3,8,t,7,f,c,1,1,e,e,s,s,w,w,p,w,o,p,n,s,g
0,flat,0,8,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,k,s,g
30,flat,2,8,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,s,u
0,convex,3,0,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,n,a,g
0,flat,3,0,f,6,f,w,0,1,t,e,s,f,w,w,p,w,o,e,k,a,g
0,bell,3,9,t,1,f,c,0,4,e,c,s,s,w,w,p,w,o,p,k,n,g
0,flat,3,3,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,n,a,g
0,convex,3,3,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,a,g
0,flat,0,3,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,k,s,g
0,convex,0,3,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,k,s,g
0,flat,3,8,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,k,a,g
30,flat,3,0,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,k,v,g
0,flat,0,3,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,n,a,g
0,flat,3,8,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,k,a,g
0,convex,0,0,t,6,f,c,0,1,t,broad,s,s,p,g,p,w,o,p,k,y,d
0,convex,3,0,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,n,a,g
0,convex,0,7,t,6,f,c,0,8,t,broad,s,s,w,p,p,w,o,p,n,y,d
0,convex,2,9,t,0,f,c,0,1,e,c,s,s,w,w,p,w,o,p,n,n,g
0,flat,0,8,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,k,s,g
0,convex,3,8,f,6,f,w,0,1,t,e,s,f,w,w,p,w,o,e,k,a,g
0,flat,0,0,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,n,a,g
30,flat,3,8,t,7,f,c,1,10,e,e,s,s,w,w,p,w,o,p,k,s,u
0,flat,0,3,t,6,f,c,0,1,t,broad,s,s,w,g,p,w,o,p,n,y,d
0,flat,3,8,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,n,s,g
0,flat,0,8,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,k,a,g
30,flat,2,0,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,v,g
0,convex,3,8,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,k,s,g
0,convex,0,0,t,6,f,c,0,7,t,broad,s,s,g,w,p,w,o,p,n,y,d
0,convex,2,3,t,6,f,c,0,8,t,broad,s,s,w,p,p,w,o,p,n,v,d
0,convex,2,3,t,6,f,c,0,7,t,broad,s,s,w,g,p,w,o,p,n,v,d
0,flat,3,0,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,n,s,g
0,flat,3,8,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,n,s,g
0,flat,3,0,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,a,g
0,convex,3,0,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,k,a,g
0,flat,0,8,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,k,a,g
0,convex,0,0,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,k,s,g
0,flat,0,8,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,k,a,g
0,flat,0,0,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,n,a,g
0,flat,3,8,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,k,s,g
0,flat,0,0,f,6,f,w,0,7,t,e,f,s,w,w,p,w,o,e,n,a,g
30,flat,2,0,t,7,f,c,1,10,e,e,s,s,w,w,p,w,o,p,k,v,u
0,flat,0,8,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,k,a,g
0,flat,3,8,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,n,s,g
0,convex,0,0,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,a,g
0,flat,0,8,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,n,s,g
0,convex,0,3,f,6,f,w,0,1,t,e,s,f,w,w,p,w,o,e,k,a,g
0,flat,3,0,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,n,a,g
0,convex,0,3,t,6,f,c,0,1,t,broad,s,s,g,g,p,w,o,p,k,v,d
0,flat,0,8,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,n,a,g
0,flat,0,0,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,k,s,g
0,convex,3,0,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,k,s,g
0,convex,0,8,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,k,s,g
0,bell,3,9,t,1,f,c,0,4,e,c,s,s,w,w,p,w,o,p,k,s,g
30,convex,2,0,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,s,g
30,flat,3,0,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,v,g
0,flat,0,8,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,k,s,g
0,flat,0,0,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,k,s,g
30,flat,2,0,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,k,s,g
0,flat,0,0,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,k,s,g
30,convex,3,8,t,7,f,c,1,1,e,e,s,s,w,w,p,w,o,p,n,v,u
0,flat,3,0,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,n,a,g
30,flat,2,8,t,7,f,c,1,1,e,e,s,s,w,w,p,w,o,p,n,v,u
0,flat,3,0,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,k,a,g
0,flat,3,3,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,k,a,g
0,convex,0,3,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,k,a,g
0,flat,0,0,f,6,f,w,0,0,t,e,s,s,w,w,p,w,o,e,n,s,g
0,convex,0,3,t,6,f,c,0,10,t,broad,s,s,w,p,p,w,o,p,n,v,d
0,convex,0,0,t,6,f,c,0,7,t,broad,s,s,g,p,p,w,o,p,k,v,d
0,convex,0,0,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,s,g
0,convex,0,3,t,6,f,c,0,10,t,broad,s,s,g,w,p,w,o,p,k,y,d
0,convex,3,8,f,6,f,w,0,3,t,e,s,s,w,w,p,w,o,e,n,s,g
0,flat,3,8,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,k,a,g
0,convex,3,8,f,6,f,w,0,7,t,e,f,s,w,w,p,w,o,e,k,s,g
0,flat,0,3,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,k,s,g
0,convex,0,0,t,6,f,c,0,7,t,broad,s,s,w,p,p,w,o,p,n,y,d
0,convex,3,8,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,n,s,g
0,convex,3,0,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,k,s,g
0,flat,3,3,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,n,s,g
30,flat,2,8,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,s,g
0,flat,3,0,f,6,f,w,0,0,t,e,s,f,w,w,p,w,o,e,k,s,g
0,flat,2,9,t,0,f,c,0,7,e,r,s,y,w,w,p,w,o,p,n,y,g
0,convex,0,3,t,6,f,c,0,1,t,broad,s,s,g,p,p,w,o,p,k,y,d
0,flat,3,3,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,n,a,g
0,convex,3,3,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,n,a,g
30,flat,2,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,n,s,u
0,convex,3,8,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,k,a,g
0,convex,3,8,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,k,a,g
0,flat,3,3,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,k,a,g
0,flat,3,0,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,n,s,g
0,convex,0,0,f,6,f,w,0,0,t,e,f,f,w,w,p,w,o,e,k,s,g
0,flat,3,0,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,k,s,g
0,flat,3,0,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,n,a,g
0,convex,0,8,f,6,f,w,0,1,t,e,s,f,w,w,p,w,o,e,n,a,g
0,flat,0,8,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,n,a,g
0,flat,0,0,f,6,f,w,0,3,t,e,s,f,w,w,p,w,o,e,k,a,g
0,convex,2,8,t,1,f,c,0,4,e,c,s,s,w,w,p,w,o,p,n,s,m
0,convex,3,0,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,k,a,g
0,convex,3,3,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,n,s,g
0,flat,3,8,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,k,a,g
30,convex,3,8,t,7,f,c,1,10,e,e,s,s,w,w,p,w,o,p,n,s,u
0,convex,3,8,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,k,s,g
0,convex,0,0,t,6,f,c,0,1,t,broad,s,s,g,p,p,w,o,p,n,v,d
0,flat,0,3,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,n,s,g
0,convex,3,3,f,6,f,w,0,1,t,e,s,f,w,w,p,w,o,e,k,a,g
0,flat,0,0,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,n,a,g
0,flat,3,0,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,n,s,g
0,convex,3,3,f,6,f,w,0,3,t,e,f,f,w,w,p,w,o,e,k,s,g
0,flat,2,0,t,1,f,c,0,1,e,r,s,y,w,w,p,w,o,p,k,s,p
30,flat,2,0,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,v,u
0,convex,3,0,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,n,s,g
0,convex,0,0,t,6,f,c,0,7,t,broad,s,s,w,w,p,w,o,p,k,v,d
30,flat,2,8,t,7,f,c,1,10,e,e,s,s,w,w,p,w,o,p,k,s,g
30,convex,3,8,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,k,s,u
30,flat,3,0,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,n,s,u
0,convex,0,0,t,6,f,c,0,8,t,broad,s,s,g,p,p,w,o,p,k,y,d
0,bell,2,8,t,1,f,c,0,4,e,c,s,s,w,w,p,w,o,p,k,n,m
30,flat,2,8,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,k,s,g
0,flat,0,8,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,k,a,g
0,convex,3,8,f,6,f,w,0,1,t,e,f,s,w,w,p,w,o,e,n,s,g
0,convex,0,0,t,6,f,c,0,1,t,broad,s,s,g,p,p,w,o,p,k,y,d
0,convex,3,0,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,k,a,g
0,flat,0,0,f,6,f,w,0,7,t,e,s,s,w,w,p,w,o,e,k,s,g
0,flat,0,0,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,n,s,g
30,flat,2,0,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,n,s,u
30,flat,2,8,t,7,f,c,1,10,e,e,s,s,w,w,p,w,o,p,k,v,g
0,convex,3,0,f,6,f,w,0,7,t,e,s,f,w,w,p,w,o,e,k,s,g
0,flat,0,3,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,n,s,g
0,convex,0,0,t,6,f,c,0,1,t,broad,s,s,p,g,p,w,o,p,k,v,d
0,flat,3,3,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,n,s,g
0,flat,0,0,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,k,a,g
30,flat,3,0,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,v,u
0,convex,0,0,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,n,a,g
30,flat,2,0,t,7,f,c,1,7,e,e,s,s,w,w,p,w,o,p,n,v,g
0,convex,3,3,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,k,a,g
0,flat,0,8,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,k,s,g
0,convex,3,8,f,6,f,w,0,1,t,e,s,s,w,w,p,w,o,e,n,a,g
0,convex,0,0,t,6,f,c,0,1,t,broad,s,s,p,p,p,w,o,p,n,y,d
0,convex,3,0,f,6,f,w,0,3,t,e,f,s,w,w,p,w,o,e,n,s,g
30,flat,3,8,t,7,f,c,1,0,e,e,s,s,w,w,p,w,o,p,n,s,u
0,convex,0,0,t,6,f,c,0,7,t,broad,s,s,w,g,p,w,o,p,n,v,d
0,convex,3,8,f,6,f,w,0,1,t,e,f,f,w,w,p,w,o,e,k,s,g
0,flat,3,8,f,6,f,w,0,0,t,e,f,s,w,w,p,w,o,e,k,s,g
0,convex,3,8,t,0,f,w,1,1,t,broad,s,s,w,w,p,w,o,p,u,v,d
0,convex,0,0,f,6,f,w,0,7,t,e,f,f,w,w,p,w,o,e,n,s,g
